a,operator,b,your answer,correct answer,correct?,time taken
18,×,2,36,36,True,7.174342393875122
18,+,3,21,21,True,3.4061338901519775
19,×,4,76,76,True,12.21875810623169
7,×,5,35,35,True,3.2885453701019287
5,-,0,5,5,True,1.799015760421753
