a,operator,b,your answer,correct answer,correct?,time taken
6,-,3,3,3,True,4.025108098983765
2,-,2,0,0,True,1.0777103900909424
14,-,7,7,7,True,7.610651254653931
13,-,7,6,6,True,6.540700435638428
3,-,9,-6,-6,True,3.725931167602539
7,-,6,1,1,True,1.6382560729980469
15,-,9,6,6,True,10.038333415985107
8,-,6,2,2,True,4.189812898635864
10,-,1,9,9,True,2.0570321083068848
4,-,8,-4,-4,True,4.239687919616699
