a,operator,b,your answer,correct answer,correct?,time taken
13,-,1,12,12,True,1.388716459274292
2,-,1,1,1,True,0.9685254096984863
10,+,7,17,17,True,1.2344458103179932
11,+,5,16,16,True,2.024857521057129
11,-,3,9,8,False,2.5589208602905273
18,-,7,11,11,True,3.2200980186462402
4,-,3,1,1,True,1.6054754257202148
2,+,0,2,2,True,0.894075870513916
16,+,6,22,22,True,3.2434732913970947
15,+,7,22,22,True,6.140026807785034
