a,operator,b,your answer,correct answer,correct?,time taken
6,+,5,11,11,True,2.0328521728515625
2,+,1,3,3,True,1.133124589920044
9,+,2,11,11,True,1.636587142944336
2,+,0,2,2,True,1.0762929916381836
11,+,8,19,19,True,2.0082693099975586
